x,y,z,timestamp
-0.61,0.18,0.0,2025-09-02 18:29:25.055
-0.61,0.24,0.0,2025-09-02 18:29:25.872
-0.55,0.18,0.0,2025-09-02 18:29:26.869
-0.61,0.18,0.0,2025-09-02 18:29:27.888
-0.55,0.24,0.0,2025-09-02 18:29:28.917
-0.61,0.18,0.0,2025-09-02 18:29:29.937
-0.61,0.24,0.0,2025-09-02 18:29:30.958
-0.55,0.18,0.0,2025-09-02 18:29:31.778
-0.55,0.18,0.0,2025-09-02 18:29:32.808
-0.55,0.24,0.0,2025-09-02 18:29:33.831
-0.55,0.18,0.0,2025-09-02 18:29:34.852
-0.61,0.18,0.0,2025-09-02 18:29:35.884
-0.55,0.18,0.0,2025-09-02 18:29:36.903
-0.55,0.24,0.0,2025-09-02 18:29:37.929
-0.55,0.24,0.0,2025-09-02 18:29:38.948
-0.61,0.18,0.0,2025-09-02 18:29:39.968
-0.61,0.24,0.06,2025-09-02 18:29:41.001
-0.55,0.18,0.06,2025-09-02 18:29:41.818
-0.55,0.24,0.0,2025-09-02 18:29:42.843
-0.55,0.18,0.0,2025-09-02 18:29:43.864
-0.61,0.24,0.0,2025-09-02 18:29:44.883
-0.61,0.24,0.06,2025-09-02 18:29:45.908
-0.55,0.18,0.0,2025-09-02 18:29:46.957
-0.61,0.24,0.0,2025-09-02 18:29:47.972
-0.55,0.18,0.0,2025-09-02 18:29:48.985
-0.55,0.18,0.0,2025-09-02 18:29:50.004
-0.55,0.18,0.0,2025-09-02 18:29:51.027
-0.67,0.24,0.0,2025-09-02 18:29:51.857
-0.55,0.18,0.0,2025-09-02 18:29:52.877
-0.55,0.18,0.0,2025-09-02 18:29:53.903
-0.61,0.24,0.0,2025-09-02 18:29:54.923
-0.61,0.24,0.0,2025-09-02 18:29:55.943
-0.55,0.18,0.0,2025-09-02 18:29:56.968
-0.55,0.18,0.0,2025-09-02 18:29:57.994
-0.55,0.24,0.0,2025-09-02 18:29:59.023
-0.61,0.24,0.0,2025-09-02 18:30:00.043
-0.55,0.18,0.0,2025-09-02 18:30:01.063
-0.61,0.18,0.0,2025-09-02 18:30:01.887
-0.55,0.18,0.0,2025-09-02 18:30:02.906
-0.61,0.18,0.0,2025-09-02 18:30:03.938
-0.61,0.24,0.0,2025-09-02 18:30:04.958
-0.61,0.24,0.0,2025-09-02 18:30:05.978
-0.61,0.18,0.0,2025-09-02 18:30:07.014
-0.61,0.24,0.0,2025-09-02 18:30:08.033
-0.55,0.18,0.0,2025-09-02 18:30:09.058
-0.61,0.18,0.0,2025-09-02 18:30:10.078
-0.55,0.24,0.0,2025-09-02 18:30:11.098
-0.55,0.18,0.0,2025-09-02 18:30:11.918
-0.55,0.24,0.0,2025-09-02 18:30:12.946
-0.55,0.18,0.0,2025-09-02 18:30:13.968
-0.61,0.24,0.06,2025-09-02 18:30:14.997
-0.55,0.24,0.0,2025-09-02 18:30:16.023
-0.55,0.24,0.0,2025-09-02 18:30:17.043
-0.55,0.18,0.0,2025-09-02 18:30:18.068
-0.61,0.18,0.0,2025-09-02 18:30:19.088
-0.61,0.18,0.0,2025-09-02 18:30:20.117
-0.61,0.24,0.0,2025-09-02 18:30:21.133
-0.61,0.18,0.0,2025-09-02 18:30:22.173
-0.61,0.24,0.06,2025-09-02 18:30:22.983
-0.55,0.18,0.0,2025-09-02 18:30:24.003
-0.55,0.24,0.0,2025-09-02 18:30:25.027
-0.55,0.24,0.0,2025-09-02 18:30:26.057
-0.55,0.18,0.0,2025-09-02 18:30:27.078
-0.61,0.24,0.0,2025-09-02 18:30:28.098
-0.61,0.24,0.0,2025-09-02 18:30:29.128
-0.61,0.18,0.0,2025-09-02 18:30:30.148
-0.61,0.24,0.06,2025-09-02 18:30:31.172
-0.61,0.18,0.0,2025-09-02 18:30:31.994
-0.61,0.18,0.0,2025-09-02 18:30:33.018
-0.55,0.18,0.0,2025-09-02 18:30:34.037
-0.61,0.24,0.0,2025-09-02 18:30:35.067
-0.55,0.24,0.0,2025-09-02 18:30:36.088
-0.67,0.24,0.0,2025-09-02 18:30:37.107
-0.61,0.18,0.0,2025-09-02 18:30:38.134
-0.55,0.24,0.0,2025-09-02 18:30:39.163
-0.55,0.24,0.06,2025-09-02 18:30:40.188
-0.55,0.18,0.0,2025-09-02 18:30:41.202
-0.55,0.18,0.06,2025-09-02 18:30:42.023
-0.61,0.24,0.0,2025-09-02 18:30:43.052
-0.61,0.18,0.0,2025-09-02 18:30:44.077
-0.61,0.24,0.0,2025-09-02 18:30:45.097
-0.55,0.18,0.0,2025-09-02 18:30:46.126
-0.61,0.18,0.0,2025-09-02 18:30:47.146
-0.55,0.24,0.06,2025-09-02 18:30:48.172
-0.55,0.24,0.0,2025-09-02 18:30:49.193
-0.55,0.18,0.0,2025-09-02 18:30:50.217
-0.55,0.24,0.0,2025-09-02 18:30:51.248
-0.61,0.24,0.0,2025-09-02 18:30:52.263
-0.61,0.24,0.0,2025-09-02 18:30:53.087
-0.61,0.24,0.0,2025-09-02 18:30:54.107
-0.61,0.18,0.0,2025-09-02 18:30:55.137
-0.49,0.18,0.0,2025-09-02 18:30:56.157
-0.67,0.24,0.0,2025-09-02 18:30:57.188
-0.79,0.24,0.0,2025-09-02 18:30:58.215
-0.55,0.18,-0.06,2025-09-02 18:30:59.227
-0.49,0.18,0.0,2025-09-02 18:31:00.257
-0.92,0.18,0.0,2025-09-02 18:31:01.277
-0.61,0.24,0.0,2025-09-02 18:31:02.297
-0.61,0.24,0.0,2025-09-02 18:31:03.122
-0.55,0.18,0.0,2025-09-02 18:31:04.142
-0.61,0.24,0.0,2025-09-02 18:31:05.173
-0.55,0.24,0.0,2025-09-02 18:31:06.192
-0.61,-0.43,0.06,2025-09-02 18:31:07.217
-0.61,0.24,0.0,2025-09-02 18:31:08.238
-0.61,0.24,0.0,2025-09-02 18:31:09.267
-0.55,0.18,0.0,2025-09-02 18:31:10.287
-0.67,0.18,0.06,2025-09-02 18:31:11.322
-0.55,0.18,0.0,2025-09-02 18:31:12.288
-0.49,0.18,0.0,2025-09-02 18:31:13.157
-0.55,0.24,0.0,2025-09-02 18:31:14.182
-0.49,0.18,0.0,2025-09-02 18:31:15.202
-0.61,0.24,0.0,2025-09-02 18:31:16.227
-0.55,0.24,0.0,2025-09-02 18:31:17.252
-0.55,0.24,0.0,2025-09-02 18:31:18.282
-0.55,0.18,0.0,2025-09-02 18:31:19.297
-0.61,0.18,0.0,2025-09-02 18:31:20.327
-0.55,0.18,0.0,2025-09-02 18:31:21.389
-0.55,0.18,0.0,2025-09-02 18:31:22.377
-0.55,0.18,0.0,2025-09-02 18:31:23.193
-0.55,0.18,0.0,2025-09-02 18:31:24.212
-0.61,0.24,0.0,2025-09-02 18:31:25.242
-0.61,0.24,0.0,2025-09-02 18:31:26.262
-0.67,0.18,0.0,2025-09-02 18:31:27.292
-0.55,0.24,0.0,2025-09-02 18:31:28.312
-0.61,0.24,0.0,2025-09-02 18:31:29.337
-0.61,0.24,0.0,2025-09-02 18:31:30.357
-0.61,0.24,0.06,2025-09-02 18:31:31.387
-0.55,0.18,0.06,2025-09-02 18:31:32.408
-0.61,0.24,0.0,2025-09-02 18:31:33.227
-0.61,0.24,0.0,2025-09-02 18:31:34.247
-0.61,0.24,0.0,2025-09-02 18:31:35.275
-0.55,0.18,0.0,2025-09-02 18:31:36.301
-0.55,0.24,0.0,2025-09-02 18:31:37.322
-0.61,0.18,0.0,2025-09-02 18:31:38.345
-0.61,0.24,0.0,2025-09-02 18:31:39.365
-0.61,0.24,0.06,2025-09-02 18:31:40.392
-0.55,0.24,0.0,2025-09-02 18:31:41.418
-0.61,0.18,0.0,2025-09-02 18:31:42.442
-0.61,0.18,0.0,2025-09-02 18:31:43.261
-0.55,0.24,0.0,2025-09-02 18:31:44.286
-0.49,0.31,0.06,2025-09-02 18:31:45.311
0.06,0.0,0.06,2025-09-02 18:31:46.337
-0.61,0.37,0.0,2025-09-02 18:31:47.358
-0.73,0.24,0.06,2025-09-02 18:31:48.391
-0.55,0.12,0.06,2025-09-02 18:31:50.278
-0.79,0.24,-0.06,2025-09-02 18:31:50.427
-1.1,-0.31,0.0,2025-09-02 18:31:51.457
-0.18,0.31,0.0,2025-09-02 18:31:52.476
-0.43,0.24,0.0,2025-09-02 18:31:53.506
-0.55,0.18,0.0,2025-09-02 18:31:54.316
-0.92,0.31,0.0,2025-09-02 18:31:55.346
-0.61,0.24,0.0,2025-09-02 18:31:56.371
20.39,6.77,29.66,2025-09-02 18:31:57.391
-23.56,-29.85,37.48,2025-09-02 18:31:58.417
-4.09,8.73,0.12,2025-09-02 18:31:59.438
-0.67,1.89,-0.31,2025-09-02 18:32:00.467
-0.43,0.61,0.43,2025-09-02 18:32:01.486
-0.49,0.49,0.12,2025-09-02 18:32:02.515
-0.79,0.43,0.18,2025-09-02 18:32:03.541
-0.43,0.55,-0.79,2025-09-02 18:32:04.351
0.06,44.92,-83.25,2025-09-02 18:32:05.377
-13.37,24.78,-18.68,2025-09-02 18:32:06.406
-8.91,-3.36,-16.91,2025-09-02 18:32:07.431
25.63,-3.42,7.81,2025-09-02 18:32:08.466
-0.67,0.12,-0.37,2025-09-02 18:32:09.475
-0.55,0.18,0.0,2025-09-02 18:32:10.495
-0.61,0.18,0.0,2025-09-02 18:32:11.525
-0.55,0.18,0.0,2025-09-02 18:32:12.450
-0.55,0.24,0.0,2025-09-02 18:32:13.571
-0.61,0.24,0.0,2025-09-02 18:32:14.391
-0.49,0.24,0.06,2025-09-02 18:32:15.416
-0.55,0.24,0.0,2025-09-02 18:32:16.436
-0.55,0.18,0.0,2025-09-02 18:32:17.461
-0.67,0.18,0.0,2025-09-02 18:32:18.482
-0.55,0.18,0.0,2025-09-02 18:32:19.531
-0.55,0.24,0.0,2025-09-02 18:32:20.536
-0.55,0.24,0.0,2025-09-02 18:32:21.561
-0.55,0.24,0.0,2025-09-02 18:32:22.586
-0.61,0.24,0.0,2025-09-02 18:32:23.606
-0.55,0.18,0.0,2025-09-02 18:32:24.431
-0.55,0.18,0.0,2025-09-02 18:32:25.446
-0.61,0.24,0.0,2025-09-02 18:32:26.475
-0.61,0.24,0.0,2025-09-02 18:32:27.496
-0.55,0.18,0.0,2025-09-02 18:32:28.521
-0.55,0.18,0.0,2025-09-02 18:32:29.546
-0.55,0.24,0.0,2025-09-02 18:32:30.572
-0.61,0.18,0.0,2025-09-02 18:32:31.595
-0.61,0.12,0.0,2025-09-02 18:32:32.615
-0.55,0.24,0.0,2025-09-02 18:32:33.645
-0.61,0.24,0.0,2025-09-02 18:32:34.465
-0.55,0.24,0.0,2025-09-02 18:32:35.488
-0.55,0.18,0.0,2025-09-02 18:32:36.511
-0.43,0.24,0.12,2025-09-02 18:32:37.536
-0.55,0.18,0.0,2025-09-02 18:32:38.561
-0.55,0.24,0.0,2025-09-02 18:32:39.575
-0.55,0.18,0.0,2025-09-02 18:32:40.608
-0.61,0.18,0.0,2025-09-02 18:32:41.630
-0.55,0.18,0.0,2025-09-02 18:32:42.656
-0.55,0.24,0.0,2025-09-02 18:32:43.679
-0.55,0.12,0.0,2025-09-02 18:32:45.057
-0.61,0.24,0.06,2025-09-02 18:32:45.523
-0.61,0.18,0.0,2025-09-02 18:32:46.545
-0.55,0.18,0.0,2025-09-02 18:32:47.566
-0.55,0.18,0.0,2025-09-02 18:32:48.597
-0.55,0.18,0.0,2025-09-02 18:32:49.616
-0.61,0.18,0.0,2025-09-02 18:32:50.646
-0.61,0.18,0.0,2025-09-02 18:32:51.667
-0.61,0.18,0.0,2025-09-02 18:32:52.685
-0.67,0.24,0.0,2025-09-02 18:32:53.715
-0.55,0.24,0.0,2025-09-02 18:32:54.534
-0.55,0.18,0.0,2025-09-02 18:32:55.565
-0.55,0.18,0.0,2025-09-02 18:32:56.580
-0.55,0.18,0.0,2025-09-02 18:32:57.601
-0.55,0.24,0.0,2025-09-02 18:32:58.631
-0.55,0.24,0.0,2025-09-02 18:32:59.655
-0.55,0.18,0.0,2025-09-02 18:33:00.680
-0.55,0.24,0.0,2025-09-02 18:33:01.700
-0.55,0.18,0.06,2025-09-02 18:33:02.720
-0.61,0.18,0.0,2025-09-02 18:33:03.755
-0.55,0.18,0.0,2025-09-02 18:33:04.587
-0.55,0.18,0.0,2025-09-02 18:33:05.585
-0.55,0.18,0.0,2025-09-02 18:33:06.615
-0.55,0.18,0.0,2025-09-02 18:33:07.635
-0.55,0.24,0.0,2025-09-02 18:33:08.665
-0.55,0.18,0.06,2025-09-02 18:33:09.686
-0.61,0.24,0.0,2025-09-02 18:33:10.705
-0.61,0.18,0.0,2025-09-02 18:33:11.730
-0.61,0.18,0.0,2025-09-02 18:33:12.760
-0.55,0.18,0.0,2025-09-02 18:33:13.780
-0.55,0.18,0.0,2025-09-02 18:33:14.600
-0.55,0.18,0.0,2025-09-02 18:33:15.624
-0.61,0.24,0.0,2025-09-02 18:33:16.648
-0.55,0.24,0.0,2025-09-02 18:33:17.674
-0.55,0.24,0.0,2025-09-02 18:33:18.700
-0.55,0.18,0.0,2025-09-02 18:33:19.720
-0.61,0.18,0.0,2025-09-02 18:33:20.745
-0.67,0.18,0.06,2025-09-02 18:33:21.765
-0.55,0.18,0.0,2025-09-02 18:33:22.790
-0.55,0.18,0.0,2025-09-02 18:33:23.815
-0.61,0.18,0.0,2025-09-02 18:33:24.845
-0.61,0.24,0.0,2025-09-02 18:33:25.655
-0.55,0.24,0.0,2025-09-02 18:33:26.685
-0.61,0.24,0.0,2025-09-02 18:33:27.705
-0.61,0.24,0.0,2025-09-02 18:33:28.735
-0.55,0.18,0.0,2025-09-02 18:33:29.755
-0.61,0.18,0.0,2025-09-02 18:33:30.775
-0.55,0.24,0.0,2025-09-02 18:33:31.805
-0.55,0.18,0.0,2025-09-02 18:33:32.830
-0.55,0.18,0.0,2025-09-02 18:33:33.850
-0.61,0.24,0.0,2025-09-02 18:33:34.890
-0.55,0.18,0.0,2025-09-02 18:33:35.690
-0.55,0.18,0.0,2025-09-02 18:33:36.720
-0.61,0.24,0.0,2025-09-02 18:33:37.744
-0.55,0.18,0.0,2025-09-02 18:33:38.764
-0.55,0.18,0.06,2025-09-02 18:33:39.790
-0.55,0.18,0.0,2025-09-02 18:33:40.810
-0.55,0.24,0.0,2025-09-02 18:33:41.840
-0.55,0.18,0.0,2025-09-02 18:33:42.865
-0.55,0.18,0.0,2025-09-02 18:33:43.896
-0.55,0.18,0.0,2025-09-02 18:33:44.919
-0.61,0.18,0.0,2025-09-02 18:33:45.729
-0.55,0.18,0.0,2025-09-02 18:33:46.751
-0.55,0.18,0.06,2025-09-02 18:33:47.775
-0.55,0.18,0.0,2025-09-02 18:33:48.805
-0.55,0.24,0.0,2025-09-02 18:33:49.824
-0.55,0.24,0.0,2025-09-02 18:33:50.845
-0.55,0.24,0.0,2025-09-02 18:33:51.873
-0.55,0.24,0.0,2025-09-02 18:33:52.895
-0.55,0.24,0.0,2025-09-02 18:33:53.924
-0.55,0.18,0.0,2025-09-02 18:33:54.944
-0.61,0.18,0.0,2025-09-02 18:33:55.769
-0.61,0.24,0.0,2025-09-02 18:33:56.789
-0.55,0.18,0.0,2025-09-02 18:33:57.814
-0.55,0.18,0.0,2025-09-02 18:33:58.834
-0.55,0.18,0.0,2025-09-02 18:33:59.864
-0.55,0.24,0.0,2025-09-02 18:34:00.884
-0.55,0.24,0.0,2025-09-02 18:34:01.904
-0.61,0.18,0.0,2025-09-02 18:34:02.934
-0.61,0.24,0.0,2025-09-02 18:34:03.955
-0.55,0.24,0.0,2025-09-02 18:34:04.984
-0.61,0.24,0.0,2025-09-02 18:34:05.809
-0.55,0.18,0.0,2025-09-02 18:34:06.821
-0.55,0.24,-0.06,2025-09-02 18:34:07.849
-0.61,0.18,0.0,2025-09-02 18:34:08.869
-0.55,0.18,0.0,2025-09-02 18:34:09.895
-0.61,0.18,0.0,2025-09-02 18:34:10.924
-0.61,0.24,0.0,2025-09-02 18:34:11.944
-0.55,0.18,0.0,2025-09-02 18:34:12.968
-0.55,0.18,0.0,2025-09-02 18:34:13.993
-0.55,0.18,0.0,2025-09-02 18:34:15.014
-0.55,0.18,0.0,2025-09-02 18:34:15.834
-0.55,0.18,0.0,2025-09-02 18:34:16.854
-0.55,0.18,0.0,2025-09-02 18:34:17.886
-14.4,1.65,22.95,2025-09-02 18:34:18.904
-2.26,-0.06,10.8,2025-09-02 18:34:19.934
10.99,-2.2,-2.2,2025-09-02 18:34:20.954
-1.22,0.55,-0.79,2025-09-02 18:34:21.974
0.43,-0.85,-1.95,2025-09-02 18:34:23.004
16.42,61.65,-0.12,2025-09-02 18:34:24.024
-0.73,2.44,0.73,2025-09-02 18:34:25.054
-0.85,1.16,0.37,2025-09-02 18:34:25.869
-0.55,0.0,-0.24,2025-09-02 18:34:26.889
-0.61,0.18,0.06,2025-09-02 18:34:27.924
-0.18,-0.24,-0.31,2025-09-02 18:34:28.944
-0.61,0.43,0.0,2025-09-02 18:34:29.964
-0.61,0.43,0.0,2025-09-02 18:34:30.993
-17.21,-7.08,-9.46,2025-09-02 18:34:32.013
0.67,4.88,5.98,2025-09-02 18:34:33.033
0.43,-0.61,-7.57,2025-09-02 18:34:34.059
1.34,11.47,-2.08,2025-09-02 18:34:35.089
-1.77,-0.79,0.0,2025-09-02 18:34:35.909
-4.64,-2.32,1.77,2025-09-02 18:34:36.934
-1.16,1.95,0.37,2025-09-02 18:34:37.953
-0.37,-1.04,-0.06,2025-09-02 18:34:38.979
-0.67,1.04,0.12,2025-09-02 18:34:39.999
-0.67,-1.77,-0.06,2025-09-02 18:34:41.024
-0.73,-0.61,0.06,2025-09-02 18:34:42.061
-0.79,0.61,-0.12,2025-09-02 18:34:43.074
0.31,-0.06,-0.49,2025-09-02 18:34:44.094
-1.71,0.49,0.55,2025-09-02 18:34:45.124
-0.06,0.61,-0.37,2025-09-02 18:34:45.944
-0.37,1.59,0.31,2025-09-02 18:34:46.964
-0.61,-0.24,-0.43,2025-09-02 18:34:47.984
-0.67,0.06,-0.06,2025-09-02 18:34:49.014
-0.49,1.22,0.18,2025-09-02 18:34:50.034
-0.67,0.0,-0.24,2025-09-02 18:34:51.063
-0.61,0.73,0.24,2025-09-02 18:34:52.083
-0.37,-0.31,-0.31,2025-09-02 18:34:53.103
-0.55,0.85,0.37,2025-09-02 18:34:54.134
-0.49,0.0,-0.18,2025-09-02 18:34:55.154
-0.55,-0.67,-0.12,2025-09-02 18:34:55.974
-0.79,2.26,0.49,2025-09-02 18:34:56.999
-0.49,-0.06,-0.12,2025-09-02 18:34:58.018
-0.12,2.5,-0.12,2025-09-02 18:34:59.049
1.53,-9.89,0.0,2025-09-02 18:35:00.070
6.96,-6.77,-7.14,2025-09-02 18:35:01.095
0.55,-7.02,-1.83,2025-09-02 18:35:02.124
-1.16,-0.12,-1.04,2025-09-02 18:35:03.143
6.71,15.26,-33.2,2025-09-02 18:35:04.164
-0.98,1.1,-0.06,2025-09-02 18:35:05.192
-0.61,1.22,-0.18,2025-09-02 18:35:06.009
-0.61,0.12,0.0,2025-09-02 18:35:07.038
-0.79,-0.18,0.06,2025-09-02 18:35:08.053
-0.43,-0.12,-0.18,2025-09-02 18:35:09.078
-0.79,0.43,0.12,2025-09-02 18:35:10.304
-0.43,0.06,0.18,2025-09-02 18:35:11.134
-0.73,0.55,0.06,2025-09-02 18:35:12.153
2.2,-5.62,-1.89,2025-09-02 18:35:13.174
-40.04,-13.49,-59.57,2025-09-02 18:35:14.203
-0.06,0.31,-0.18,2025-09-02 18:35:15.238
-0.61,0.55,-0.24,2025-09-02 18:35:16.258
-0.73,-0.18,0.06,2025-09-02 18:35:17.072
-0.37,-0.12,-0.12,2025-09-02 18:35:18.093
-0.55,0.85,-0.06,2025-09-02 18:35:19.118
-0.37,1.16,0.06,2025-09-02 18:35:20.140
-0.67,0.18,0.18,2025-09-02 18:35:21.163
-0.43,0.37,-0.12,2025-09-02 18:35:22.192
-0.55,-0.24,0.0,2025-09-02 18:35:23.212
-0.67,0.55,0.18,2025-09-02 18:35:24.232
-0.85,0.79,0.0,2025-09-02 18:35:25.262
-0.61,-0.12,0.0,2025-09-02 18:35:26.289
-0.43,-0.12,-0.12,2025-09-02 18:35:27.109
-0.92,0.37,0.06,2025-09-02 18:35:28.133
-0.31,0.49,0.0,2025-09-02 18:35:29.152
-0.24,0.49,-0.06,2025-09-02 18:35:30.173
-0.31,0.0,-0.12,2025-09-02 18:35:31.203
8.48,14.34,19.23,2025-09-02 18:35:32.225
0.0,-1.59,-1.4,2025-09-02 18:35:33.243
-1.71,1.83,1.1,2025-09-02 18:35:34.273
-0.06,0.31,-5.07,2025-09-02 18:35:35.293
-0.37,0.06,-1.34,2025-09-02 18:35:36.323
-0.37,-0.37,0.0,2025-09-02 18:35:37.143
-0.73,0.43,0.18,2025-09-02 18:35:38.163
-0.49,-0.55,0.12,2025-09-02 18:35:39.183
-0.12,-1.4,-0.43,2025-09-02 18:35:40.211
-0.67,0.24,-0.06,2025-09-02 18:35:41.238
-0.79,0.92,0.12,2025-09-02 18:35:42.259
0.12,-0.79,-0.06,2025-09-02 18:35:43.283
-0.67,0.06,0.06,2025-09-02 18:35:44.303
-0.79,1.53,0.06,2025-09-02 18:35:45.333
-0.06,7.45,-4.33,2025-09-02 18:35:46.353
-1.4,-0.31,-1.1,2025-09-02 18:35:47.173
-1.65,-1.28,-1.1,2025-09-02 18:35:48.203
-1.83,-0.37,-1.1,2025-09-02 18:35:49.223
-1.22,-0.31,-0.49,2025-09-02 18:35:50.243
-0.85,0.0,-0.24,2025-09-02 18:35:51.271
-1.1,-0.24,-0.61,2025-09-02 18:35:52.293
-0.49,0.18,0.12,2025-09-02 18:35:53.323
-0.49,-0.79,-0.49,2025-09-02 18:35:54.348
-1.04,-0.43,-0.12,2025-09-02 18:35:55.363
-0.55,0.24,0.0,2025-09-02 18:35:56.393
-0.79,0.73,0.0,2025-09-02 18:35:57.213
-0.31,-0.37,-0.31,2025-09-02 18:35:58.233
-0.67,-0.24,-0.18,2025-09-02 18:35:59.253
0.0,-0.12,-0.06,2025-09-02 18:36:00.282
-0.37,-0.12,-0.18,2025-09-02 18:36:01.308
-0.92,0.49,-0.43,2025-09-02 18:36:02.333
-0.79,-0.12,-0.37,2025-09-02 18:36:03.353
-1.95,0.73,-0.06,2025-09-02 18:36:05.015
-0.24,0.43,-0.37,2025-09-02 18:36:05.403
-4.09,5.62,-4.39,2025-09-02 18:36:06.422
-0.24,-1.95,-0.31,2025-09-02 18:36:07.243
-1.4,8.67,-1.34,2025-09-02 18:36:08.271
-1.4,0.85,0.61,2025-09-02 18:36:09.300
-0.49,-0.79,-0.31,2025-09-02 18:36:10.314
-1.22,1.1,0.18,2025-09-02 18:36:11.342
-0.98,-0.06,0.37,2025-09-02 18:36:12.282
-1.83,8.67,-10.01,2025-09-02 18:36:13.391
-4.15,19.35,-4.64,2025-09-02 18:36:14.407
-1.53,-2.01,0.98,2025-09-02 18:36:15.437
-1.65,3.11,0.79,2025-09-02 18:36:16.461
-0.98,1.4,0.31,2025-09-02 18:36:17.281
-0.79,0.06,0.24,2025-09-02 18:36:18.308
-0.31,2.69,1.71,2025-09-02 18:36:19.323
-0.43,-1.1,0.0,2025-09-02 18:36:20.352
0.61,0.43,-0.31,2025-09-02 18:36:21.378
-0.73,-0.55,0.79,2025-09-02 18:36:22.403
-0.67,-0.24,-0.18,2025-09-02 18:36:23.423
-0.55,0.18,-0.12,2025-09-02 18:36:24.447
-0.73,0.61,0.24,2025-09-02 18:36:25.467
-0.67,0.79,0.49,2025-09-02 18:36:26.492
-0.92,1.16,0.49,2025-09-02 18:36:27.521
-1.65,0.92,0.24,2025-09-02 18:36:28.357
-4.76,-15.2,0.0,2025-09-02 18:36:29.362
-3.54,-1.89,0.24,2025-09-02 18:36:30.382
1.22,0.73,0.37,2025-09-02 18:36:31.412
-0.92,-0.85,0.0,2025-09-02 18:36:32.432
2.08,-4.64,1.46,2025-09-02 18:36:33.462
0.79,0.06,1.34,2025-09-02 18:36:34.482
0.61,-0.55,0.67,2025-09-02 18:36:35.503
-2.08,-0.61,0.79,2025-09-02 18:36:36.532
19.23,0.0,8.91,2025-09-02 18:36:37.552
-0.67,-2.38,-0.12,2025-09-02 18:36:38.382
11.05,10.56,8.06,2025-09-02 18:36:39.408
-0.24,0.85,0.24,2025-09-02 18:36:40.422
-0.73,-0.24,0.31,2025-09-02 18:36:41.447
-0.37,1.34,0.06,2025-09-02 18:36:42.467
-1.22,0.18,-0.24,2025-09-02 18:36:43.492
-0.55,0.0,-0.37,2025-09-02 18:36:44.522
-0.61,0.61,-0.06,2025-09-02 18:36:45.542
-0.67,0.49,0.12,2025-09-02 18:36:46.562
-0.55,-0.79,-0.31,2025-09-02 18:36:47.591
-0.43,-0.61,-0.12,2025-09-02 18:36:48.411
-0.43,0.31,-0.12,2025-09-02 18:36:49.431
-0.55,0.18,0.18,2025-09-02 18:36:50.457
-0.73,0.61,0.12,2025-09-02 18:36:51.477
-0.67,0.43,0.0,2025-09-02 18:36:52.502
-0.43,0.0,-0.18,2025-09-02 18:36:53.544
-0.67,0.31,0.31,2025-09-02 18:36:54.552
-0.98,0.12,0.12,2025-09-02 18:36:55.572
-0.43,-0.49,-0.06,2025-09-02 18:36:56.602
-0.31,-0.06,-0.31,2025-09-02 18:36:57.622
-0.49,-0.37,-0.12,2025-09-02 18:36:58.442
-0.61,0.43,-0.31,2025-09-02 18:36:59.471
-0.12,0.12,0.12,2025-09-02 18:37:00.487
-0.49,0.73,0.37,2025-09-02 18:37:01.512
-0.31,0.06,-0.06,2025-09-02 18:37:02.541
-1.04,0.06,-0.24,2025-09-02 18:37:03.562
-0.61,0.73,0.31,2025-09-02 18:37:04.587
-0.43,0.37,0.24,2025-09-02 18:37:05.612
-0.37,0.37,0.0,2025-09-02 18:37:06.632
-0.85,0.43,0.06,2025-09-02 18:37:07.661
-0.49,-0.43,-0.12,2025-09-02 18:37:08.481
-0.98,0.18,-0.12,2025-09-02 18:37:09.502
-0.43,0.24,0.06,2025-09-02 18:37:10.532
-0.43,0.24,-0.12,2025-09-02 18:37:11.550
-0.43,-0.37,-0.24,2025-09-02 18:37:12.576
-0.92,0.37,-0.06,2025-09-02 18:37:13.601
-0.79,0.98,0.12,2025-09-02 18:37:14.626
-0.73,0.31,0.18,2025-09-02 18:37:15.641
-0.18,0.18,-0.06,2025-09-02 18:37:16.671
0.55,-1.4,0.73,2025-09-02 18:37:17.697
1.89,-2.32,-1.4,2025-09-02 18:37:18.516
-0.73,0.24,-0.31,2025-09-02 18:37:19.540
-1.59,0.55,-0.31,2025-09-02 18:37:20.560
0.12,0.12,-0.18,2025-09-02 18:37:21.592
-0.31,0.12,0.18,2025-09-02 18:37:22.606
-0.24,-0.12,-0.12,2025-09-02 18:37:23.636
-0.49,0.06,0.06,2025-09-02 18:37:24.662
-0.49,0.43,0.12,2025-09-02 18:37:25.682
-0.12,0.24,-0.73,2025-09-02 18:37:26.701
-0.67,0.31,0.0,2025-09-02 18:37:27.732
-0.37,1.53,-1.04,2025-09-02 18:37:28.761
-3.17,-17.94,7.93,2025-09-02 18:37:29.571
53.83,-50.17,35.52,2025-09-02 18:37:30.602
-9.09,25.88,-20.08,2025-09-02 18:37:31.622
-0.55,0.24,0.0,2025-09-02 18:37:32.641
-0.61,0.24,0.0,2025-09-02 18:37:33.670
-0.61,0.24,0.0,2025-09-02 18:37:34.703
-0.55,0.18,0.0,2025-09-02 18:37:35.726
-0.55,0.24,0.0,2025-09-02 18:37:36.737
-0.55,0.24,0.0,2025-09-02 18:37:37.767
-0.61,0.24,0.0,2025-09-02 18:37:38.786
-0.67,0.12,0.0,2025-09-02 18:37:39.611
