x,y,z,timestamp
2.81,-0.85,3.05,2025-09-02 18:21:09.006
-0.37,-0.31,-0.31,2025-09-02 18:21:10.026
-0.31,0.37,0.37,2025-09-02 18:21:11.056
-0.61,-0.18,-0.18,2025-09-02 18:21:12.076
-0.43,0.24,0.06,2025-09-02 18:21:13.096
-0.06,0.43,0.24,2025-09-02 18:21:13.925
-0.92,0.06,-0.18,2025-09-02 18:21:14.946
-0.37,0.31,-0.12,2025-09-02 18:21:15.966
-0.18,-0.18,-0.06,2025-09-02 18:21:16.991
-0.73,0.06,0.24,2025-09-02 18:21:18.011
-0.85,-0.43,-0.49,2025-09-02 18:21:19.041
-0.67,0.43,0.06,2025-09-02 18:21:20.099
1.53,-0.37,0.67,2025-09-02 18:21:21.086
-1.1,0.79,-0.12,2025-09-02 18:21:22.116
-0.55,0.0,-0.18,2025-09-02 18:21:23.146
0.0,0.0,-0.12,2025-09-02 18:21:23.956
-54.87,14.28,26.18,2025-09-02 18:21:24.986
0.49,-1.53,-0.49,2025-09-02 18:21:26.009
0.0,-0.61,0.49,2025-09-02 18:21:27.031
1.16,-0.37,1.71,2025-09-02 18:21:28.051
0.37,-0.24,0.12,2025-09-02 18:21:29.070
-0.43,0.49,0.24,2025-09-02 18:21:30.100
-0.61,0.49,0.12,2025-09-02 18:21:31.133
-0.79,0.85,0.0,2025-09-02 18:21:32.146
0.31,1.04,0.06,2025-09-02 18:21:33.166
-0.85,0.18,-0.43,2025-09-02 18:21:33.996
-0.31,0.12,-0.24,2025-09-02 18:21:35.016
-0.55,0.55,0.18,2025-09-02 18:21:36.045
-0.73,0.31,0.18,2025-09-02 18:21:37.067
-0.67,0.18,0.31,2025-09-02 18:21:38.090
-0.79,0.0,-0.18,2025-09-02 18:21:39.111
-0.43,0.0,0.0,2025-09-02 18:21:40.149
-0.61,0.0,0.12,2025-09-02 18:21:41.160
-5.68,10.86,7.57,2025-09-02 18:21:42.185
-0.92,0.67,0.31,2025-09-02 18:21:43.206
-0.43,-0.85,1.04,2025-09-02 18:21:44.025
-1.16,-0.67,-0.24,2025-09-02 18:21:45.045
-1.16,-0.79,-0.73,2025-09-02 18:21:46.075
-0.98,-0.55,-0.12,2025-09-02 18:21:47.095
-0.61,0.55,0.06,2025-09-02 18:21:48.120
-0.43,0.12,-0.06,2025-09-02 18:21:49.145
-0.61,0.31,-0.18,2025-09-02 18:21:50.165
-0.49,0.06,-0.37,2025-09-02 18:21:51.195
-0.85,0.61,0.12,2025-09-02 18:21:52.215
-0.92,0.49,0.24,2025-09-02 18:21:53.240
-0.67,0.31,0.06,2025-09-02 18:21:54.055
-0.55,0.31,0.24,2025-09-02 18:21:55.084
-0.43,0.31,-0.06,2025-09-02 18:21:56.116
-0.49,0.06,0.18,2025-09-02 18:21:57.135
-0.67,0.31,-0.12,2025-09-02 18:21:58.160
-0.24,0.0,0.06,2025-09-02 18:21:59.180
-0.55,0.49,-0.12,2025-09-02 18:22:00.200
-0.18,0.12,-0.24,2025-09-02 18:22:01.225
-0.37,0.31,0.24,2025-09-02 18:22:02.255
-0.98,-0.24,-0.06,2025-09-02 18:22:03.275
-0.43,0.43,0.18,2025-09-02 18:22:04.305
-15.01,-13.61,8.54,2025-09-02 18:22:05.152
-0.37,0.85,0.49,2025-09-02 18:22:06.140
0.37,-0.18,0.0,2025-09-02 18:22:07.170
0.18,3.66,-0.06,2025-09-02 18:22:08.195
-4.03,4.33,3.17,2025-09-02 18:22:09.215
-0.31,0.06,-0.31,2025-09-02 18:22:10.235
-0.37,0.0,0.06,2025-09-02 18:22:11.265
-1.22,0.55,-0.31,2025-09-02 18:22:12.275
-0.12,-0.06,-0.12,2025-09-02 18:22:13.315
-0.31,-0.18,0.12,2025-09-02 18:22:14.146
-1.22,0.85,-0.43,2025-09-02 18:22:15.155
-0.49,-0.06,0.37,2025-09-02 18:22:16.175
1.22,-1.22,0.06,2025-09-02 18:22:17.209
0.73,-0.61,-0.24,2025-09-02 18:22:18.226
0.43,-1.1,0.18,2025-09-02 18:22:19.245
-0.55,1.1,-0.37,2025-09-02 18:22:20.275
-1.71,2.2,-1.34,2025-09-02 18:22:21.295
-1.65,1.04,1.1,2025-09-02 18:22:22.324
0.0,0.0,-0.49,2025-09-02 18:22:23.344
0.67,-0.43,-0.18,2025-09-02 18:22:24.374
-0.12,0.0,-0.43,2025-09-02 18:22:25.184
0.92,-0.85,0.18,2025-09-02 18:22:26.210
-0.67,0.67,0.37,2025-09-02 18:22:27.240
-0.43,0.73,0.37,2025-09-02 18:22:28.265
-2.87,8.24,3.66,2025-09-02 18:22:29.285
-0.12,-1.71,-1.04,2025-09-02 18:22:30.310
4.27,24.48,26.43,2025-09-02 18:22:31.340
0.06,-2.08,0.43,2025-09-02 18:22:32.360
-1.59,0.61,0.12,2025-09-02 18:22:33.385
-0.61,0.12,-0.49,2025-09-02 18:22:34.405
-0.73,0.12,0.12,2025-09-02 18:22:35.225
0.24,-0.24,-0.18,2025-09-02 18:22:36.244
-0.37,0.31,-0.12,2025-09-02 18:22:37.275
-0.31,-0.06,0.0,2025-09-02 18:22:38.294
-0.67,0.06,0.24,2025-09-02 18:22:39.324
-0.37,0.31,0.31,2025-09-02 18:22:40.345
-0.43,0.24,0.18,2025-09-02 18:22:41.369
-0.79,0.37,-0.12,2025-09-02 18:22:42.394
-0.73,0.24,0.0,2025-09-02 18:22:43.414
-0.43,0.24,-0.31,2025-09-02 18:22:44.434
-0.67,0.24,-0.37,2025-09-02 18:22:45.258
-0.79,0.37,0.12,2025-09-02 18:22:46.284
-0.18,0.0,0.12,2025-09-02 18:22:47.310
-0.79,0.37,-0.12,2025-09-02 18:22:48.334
-0.31,0.18,-0.12,2025-09-02 18:22:49.354
4.03,2.2,8.79,2025-09-02 18:22:50.377
0.0,-0.24,-0.18,2025-09-02 18:22:51.400
-1.1,1.46,4.15,2025-09-02 18:22:52.425
-0.61,-0.31,-0.43,2025-09-02 18:22:53.454
-0.31,-0.49,2.2,2025-09-02 18:22:54.478
-0.79,0.18,-0.85,2025-09-02 18:22:55.295
-26.06,31.31,-1.16,2025-09-02 18:22:56.314
-12.88,-2.5,3.48,2025-09-02 18:22:57.355
0.61,0.55,0.06,2025-09-02 18:22:58.364
0.12,0.18,-0.24,2025-09-02 18:22:59.403
0.43,0.43,-0.37,2025-09-02 18:23:00.414
2.32,0.37,-2.75,2025-09-02 18:23:01.439
-0.43,-0.49,-0.18,2025-09-02 18:23:02.465
-1.46,0.0,-0.18,2025-09-02 18:23:03.485
-2.75,-0.73,-0.18,2025-09-02 18:23:05.071
-0.61,0.31,-0.12,2025-09-02 18:23:05.545
-0.55,0.37,0.18,2025-09-02 18:23:06.354
15.14,0.79,0.24,2025-09-02 18:23:07.374
-0.61,0.0,-0.18,2025-09-02 18:23:08.404
-0.24,0.24,0.18,2025-09-02 18:23:09.429
-0.98,0.12,-0.06,2025-09-02 18:23:10.449
-0.61,0.31,0.18,2025-09-02 18:23:11.474
0.0,0.06,-0.12,2025-09-02 18:23:12.494
-0.98,0.0,-0.18,2025-09-02 18:23:13.524
-0.37,0.18,0.0,2025-09-02 18:23:14.561
-0.37,0.43,0.18,2025-09-02 18:23:15.369
-0.24,0.43,0.0,2025-09-02 18:23:16.393
-0.24,0.06,-0.12,2025-09-02 18:23:17.413
-0.73,0.37,0.18,2025-09-02 18:23:18.439
-0.49,0.24,0.06,2025-09-02 18:23:19.464
-0.31,0.12,0.0,2025-09-02 18:23:20.485
-0.98,0.61,0.06,2025-09-02 18:23:21.504
-0.79,0.49,0.0,2025-09-02 18:23:22.534
-0.24,-0.61,0.0,2025-09-02 18:23:23.561
-0.92,0.49,0.37,2025-09-02 18:23:24.593
-0.12,0.43,0.0,2025-09-02 18:23:25.614
-0.37,-0.31,-0.37,2025-09-02 18:23:26.424
-1.04,0.12,0.06,2025-09-02 18:23:27.445
8.24,-1.1,-0.98,2025-09-02 18:23:28.474
8.24,-5.62,-2.14,2025-09-02 18:23:29.494
30.33,-10.19,-12.08,2025-09-02 18:23:30.519
-35.1,8.0,2.26,2025-09-02 18:23:31.545
-0.49,0.18,0.0,2025-09-02 18:23:32.564
-0.55,0.24,0.0,2025-09-02 18:23:33.599
-0.55,0.24,0.0,2025-09-02 18:23:34.614
-0.61,0.24,0.0,2025-09-02 18:23:35.643
-0.61,0.24,0.0,2025-09-02 18:23:36.459
-0.55,0.18,0.0,2025-09-02 18:23:37.479
-0.55,0.18,0.0,2025-09-02 18:23:38.503
-0.61,0.24,0.06,2025-09-02 18:23:39.534
-0.61,0.24,0.0,2025-09-02 18:23:40.558
-0.55,0.18,0.0,2025-09-02 18:23:41.575
-0.61,0.24,0.0,2025-09-02 18:23:42.606
-0.55,0.24,0.0,2025-09-02 18:23:43.629
-0.55,0.18,0.0,2025-09-02 18:23:44.654
-0.55,0.18,0.0,2025-09-02 18:23:45.673
-0.61,0.18,0.0,2025-09-02 18:23:46.494
-0.61,0.18,0.0,2025-09-02 18:23:47.514
-0.61,0.24,0.0,2025-09-02 18:23:48.543
-0.55,0.18,0.0,2025-09-02 18:23:49.563
-0.43,0.12,0.0,2025-09-02 18:23:50.594
0.18,1.71,-0.79,2025-09-02 18:23:51.614
-0.79,0.24,0.06,2025-09-02 18:23:52.634
-0.61,0.18,0.0,2025-09-02 18:23:53.665
-0.12,-0.18,63.78,2025-09-02 18:23:54.683
-16.72,1.71,21.97,2025-09-02 18:23:55.709
-0.43,0.12,0.0,2025-09-02 18:23:56.530
-0.79,0.18,0.0,2025-09-02 18:23:57.554
-0.18,0.37,-0.06,2025-09-02 18:23:58.574
0.0,0.31,-0.06,2025-09-02 18:23:59.603
-1.53,-0.37,0.06,2025-09-02 18:24:00.623
-0.24,0.37,0.0,2025-09-02 18:24:01.651
-0.37,0.37,-1.1,2025-09-02 18:24:02.670
-0.49,0.18,0.0,2025-09-02 18:24:03.699
-0.61,0.18,0.0,2025-09-02 18:24:04.722
-0.55,0.18,0.0,2025-09-02 18:24:05.743
-0.61,0.24,0.0,2025-09-02 18:24:06.558
-0.55,0.18,0.0,2025-09-02 18:24:07.588
-0.61,0.18,0.06,2025-09-02 18:24:08.610
-0.67,0.18,0.0,2025-09-02 18:24:09.632
-0.67,0.24,0.06,2025-09-02 18:24:10.664
-0.61,0.18,0.0,2025-09-02 18:24:11.686
-0.85,0.18,0.0,2025-09-02 18:24:12.703
-0.55,0.18,0.0,2025-09-02 18:24:13.843
-0.55,0.18,0.0,2025-09-02 18:24:14.343
-0.61,0.18,0.0,2025-09-02 18:24:15.785
-0.61,0.18,0.0,2025-09-02 18:24:16.598
-0.55,0.12,0.0,2025-09-02 18:24:17.619
-0.55,0.24,0.0,2025-09-02 18:24:18.648
-0.55,0.18,0.0,2025-09-02 18:24:19.668
-0.61,0.18,0.0,2025-09-02 18:24:20.694
-0.55,0.18,0.0,2025-09-02 18:24:21.722
-0.61,0.24,0.0,2025-09-02 18:24:22.742
-0.55,0.24,0.0,2025-09-02 18:24:23.768
-0.61,0.18,0.0,2025-09-02 18:24:24.788
-0.61,0.18,0.06,2025-09-02 18:24:25.818
-0.55,0.24,0.0,2025-09-02 18:24:26.849
-0.61,0.24,0.0,2025-09-02 18:24:27.663
-0.61,0.18,0.0,2025-09-02 18:24:28.682
-0.55,0.24,0.0,2025-09-02 18:24:29.709
-0.61,0.24,0.0,2025-09-02 18:24:30.728
-0.55,0.18,0.0,2025-09-02 18:24:31.752
-0.61,0.24,0.0,2025-09-02 18:24:32.782
-0.55,0.18,0.06,2025-09-02 18:24:33.802
-0.55,0.18,0.0,2025-09-02 18:24:34.832
-0.49,0.18,0.06,2025-09-02 18:24:35.848
-0.12,0.31,0.0,2025-09-02 18:24:36.888
-0.55,0.18,0.06,2025-09-02 18:24:37.693
-0.55,0.18,0.0,2025-09-02 18:24:38.718
-0.61,0.24,0.0,2025-09-02 18:24:39.779
-0.67,0.18,0.0,2025-09-02 18:24:40.763
-0.55,0.18,0.0,2025-09-02 18:24:41.793
-0.61,0.18,0.0,2025-09-02 18:24:42.813
-0.61,0.24,0.0,2025-09-02 18:24:43.838
-0.55,0.24,0.0,2025-09-02 18:24:44.863
-0.61,0.18,0.06,2025-09-02 18:24:45.883
-0.61,0.18,0.0,2025-09-02 18:24:46.913
-0.55,0.24,0.0,2025-09-02 18:24:47.723
-0.61,0.18,0.0,2025-09-02 18:24:48.748
-0.61,0.18,0.0,2025-09-02 18:24:49.802
-1.04,0.12,0.0,2025-09-02 18:24:50.798
-0.12,0.31,0.0,2025-09-02 18:24:51.828
-0.61,0.24,0.0,2025-09-02 18:24:52.843
-0.55,0.18,0.0,2025-09-02 18:24:53.873
-0.31,0.18,0.0,2025-09-02 18:24:54.893
-0.43,0.24,0.06,2025-09-02 18:24:55.921
-1.1,0.24,0.0,2025-09-02 18:24:56.948
-0.55,0.18,0.0,2025-09-02 18:24:57.761
-0.55,0.18,0.0,2025-09-02 18:24:58.782
-0.61,0.24,0.0,2025-09-02 18:24:59.808
-0.55,0.24,0.0,2025-09-02 18:25:00.838
-0.61,0.18,0.0,2025-09-02 18:25:01.892
-1.28,0.37,0.0,2025-09-02 18:25:02.882
-50.72,-24.66,0.61,2025-09-02 18:25:03.902
41.26,18.98,-32.41,2025-09-02 18:25:04.932
0.92,0.06,-0.18,2025-09-02 18:25:05.952
-0.55,0.55,0.24,2025-09-02 18:25:06.982
-0.49,0.12,-0.24,2025-09-02 18:25:07.801
-0.49,0.18,0.06,2025-09-02 18:25:08.829
-0.18,0.31,0.06,2025-09-02 18:25:09.847
1.28,-2.5,-0.31,2025-09-02 18:25:10.868
-0.73,-0.24,0.12,2025-09-02 18:25:11.898
9.03,-3.78,6.23,2025-09-02 18:25:12.917
1.46,1.65,0.85,2025-09-02 18:25:13.942
-0.92,-1.28,0.43,2025-09-02 18:25:14.962
0.0,-0.37,0.31,2025-09-02 18:25:15.992
-0.92,0.49,-0.12,2025-09-02 18:25:17.012
-0.49,0.37,0.31,2025-09-02 18:25:17.838
-0.49,-0.06,-0.24,2025-09-02 18:25:18.862
-0.31,0.12,-0.37,2025-09-02 18:25:19.877
-0.98,0.43,0.12,2025-09-02 18:25:20.902
0.0,1.34,0.24,2025-09-02 18:25:21.932
-0.98,0.92,0.49,2025-09-02 18:25:22.961
-2.56,-0.61,-0.31,2025-09-02 18:25:23.979
-0.31,-0.18,-0.31,2025-09-02 18:25:25.001
-1.34,-0.06,0.06,2025-09-02 18:25:26.021
-0.18,0.79,0.24,2025-09-02 18:25:27.048
-5.07,-3.42,-1.4,2025-09-02 18:25:27.867
0.79,7.2,0.18,2025-09-02 18:25:28.892
5.07,-9.03,-4.15,2025-09-02 18:25:30.250
-2.08,-0.98,-4.39,2025-09-02 18:25:30.937
-2.01,1.83,-0.31,2025-09-02 18:25:31.967
-2.08,-1.71,0.0,2025-09-02 18:25:32.991
1.28,-0.67,2.26,2025-09-02 18:25:34.011
2.93,-2.08,5.0,2025-09-02 18:25:35.045
22.34,-7.2,4.33,2025-09-02 18:25:36.062
-14.59,-0.12,0.24,2025-09-02 18:25:37.082
-0.18,0.55,-1.22,2025-09-02 18:25:37.902
1.22,-6.9,1.65,2025-09-02 18:25:38.922
0.67,1.28,1.83,2025-09-02 18:25:39.952
-4.33,2.87,-5.07,2025-09-02 18:25:40.977
-1.71,-2.99,-0.92,2025-09-02 18:25:41.997
-1.4,-5.37,-0.79,2025-09-02 18:25:43.022
-3.17,-2.32,-1.71,2025-09-02 18:25:44.042
0.61,-0.55,-0.55,2025-09-02 18:25:45.067
-5.25,2.08,-2.5,2025-09-02 18:25:46.091
2.75,0.12,0.37,2025-09-02 18:25:47.155
4.58,-0.79,1.16,2025-09-02 18:25:48.147
-1.34,-0.43,-0.61,2025-09-02 18:25:48.962
-1.22,0.06,-1.22,2025-09-02 18:25:49.982
-1.4,0.67,-1.22,2025-09-02 18:25:51.012
0.31,0.12,-0.92,2025-09-02 18:25:52.037
3.48,-0.55,0.12,2025-09-02 18:25:53.069
0.92,-3.36,-0.06,2025-09-02 18:25:54.082
-0.92,0.98,0.61,2025-09-02 18:25:55.102
-0.37,0.31,0.18,2025-09-02 18:25:56.132
-1.04,0.18,0.0,2025-09-02 18:25:57.156
-0.43,0.0,0.12,2025-09-02 18:25:58.191
-0.49,0.24,0.06,2025-09-02 18:25:58.997
0.12,-0.06,0.0,2025-09-02 18:26:00.022
-0.55,0.24,0.12,2025-09-02 18:26:01.042
-0.18,0.12,0.0,2025-09-02 18:26:02.067
0.0,-0.24,-0.37,2025-09-02 18:26:03.097
-0.12,0.12,-0.18,2025-09-02 18:26:04.117
-0.79,0.43,0.06,2025-09-02 18:26:05.142
-0.43,0.24,0.0,2025-09-02 18:26:06.161
-0.24,0.0,-0.24,2025-09-02 18:26:07.192
-0.67,0.24,0.18,2025-09-02 18:26:08.212
-0.49,0.37,0.12,2025-09-02 18:26:09.031
-0.79,0.12,-0.06,2025-09-02 18:26:10.051
-0.31,0.06,-0.18,2025-09-02 18:26:11.080
-0.31,0.18,-0.18,2025-09-02 18:26:12.101
-0.98,0.18,0.06,2025-09-02 18:26:13.128
-1.46,0.73,0.24,2025-09-02 18:26:14.156
-0.98,0.18,-0.31,2025-09-02 18:26:15.171
-0.73,0.37,0.18,2025-09-02 18:26:16.201
-0.73,0.0,0.0,2025-09-02 18:26:17.220
-0.85,0.37,0.12,2025-09-02 18:26:18.251
-0.92,0.31,0.0,2025-09-02 18:26:19.066
-0.06,0.18,0.0,2025-09-02 18:26:20.087
-0.31,0.06,-0.18,2025-09-02 18:26:21.116
-0.24,0.06,-0.18,2025-09-02 18:26:22.137
-0.31,-0.06,-0.12,2025-09-02 18:26:23.167
-0.55,0.31,-0.12,2025-09-02 18:26:24.191
-0.49,0.18,0.18,2025-09-02 18:26:25.211
-0.79,0.31,0.12,2025-09-02 18:26:26.231
-0.49,0.18,0.0,2025-09-02 18:26:27.261
-0.67,0.24,0.06,2025-09-02 18:26:28.281
-0.79,0.18,0.18,2025-09-02 18:26:29.101
-0.92,0.12,-0.06,2025-09-02 18:26:30.122
-0.55,0.0,-0.06,2025-09-02 18:26:31.151
-0.31,0.18,-0.06,2025-09-02 18:26:32.171
-0.79,0.12,-0.06,2025-09-02 18:26:33.201
-0.49,0.12,-0.12,2025-09-02 18:26:34.221
-0.92,0.43,-0.06,2025-09-02 18:26:35.241
-1.04,0.0,-0.49,2025-09-02 18:26:36.271
-1.16,-0.67,0.85,2025-09-02 18:26:37.297
-1.46,-0.79,-0.31,2025-09-02 18:26:38.316
-7.75,-1.4,1.34,2025-09-02 18:26:39.141
-0.12,0.55,0.18,2025-09-02 18:26:40.161
-0.37,0.43,1.59,2025-09-02 18:26:41.181
-0.18,0.79,0.24,2025-09-02 18:26:42.211
-0.12,0.0,0.12,2025-09-02 18:26:43.231
1.1,2.38,1.04,2025-09-02 18:26:44.261
1.1,-0.73,2.87,2025-09-02 18:26:45.286
-3.6,7.14,1.28,2025-09-02 18:26:46.306
-1.22,1.46,0.18,2025-09-02 18:26:47.326
30.82,10.93,-29.6,2025-09-02 18:26:48.350
47.06,-65.31,-120.73,2025-09-02 18:26:49.170
-2.69,0.61,16.36,2025-09-02 18:26:50.202
-0.85,0.24,0.0,2025-09-02 18:26:51.216
-0.55,0.18,0.0,2025-09-02 18:26:52.246
-0.55,0.18,0.0,2025-09-02 18:26:53.271
-0.55,0.18,0.0,2025-09-02 18:26:54.297
-0.61,0.18,0.0,2025-09-02 18:26:55.316
-0.67,0.18,0.0,2025-09-02 18:26:56.341
-0.61,0.18,0.0,2025-09-02 18:26:57.361
-0.61,0.18,0.0,2025-09-02 18:26:58.391
-0.61,0.18,0.0,2025-09-02 18:26:59.211
-0.31,0.18,0.0,2025-09-02 18:27:00.231
-0.55,0.18,0.0,2025-09-02 18:27:01.251
-0.67,0.24,0.06,2025-09-02 18:27:02.281
-0.43,0.18,0.0,2025-09-02 18:27:03.301
-0.55,0.18,0.0,2025-09-02 18:27:04.331
-0.61,0.18,0.0,2025-09-02 18:27:05.351
-0.55,0.18,-0.06,2025-09-02 18:27:06.375
-0.61,0.24,0.0,2025-09-02 18:27:07.396
-0.55,0.18,0.0,2025-09-02 18:27:08.421
-0.55,0.18,0.0,2025-09-02 18:27:09.241
-0.61,0.24,0.0,2025-09-02 18:27:10.271
-0.61,0.18,0.0,2025-09-02 18:27:11.291
-0.61,0.24,0.0,2025-09-02 18:27:12.271
-0.92,0.31,0.0,2025-09-02 18:27:13.341
-0.61,0.18,0.0,2025-09-02 18:27:14.366
-0.55,0.18,0.0,2025-09-02 18:27:15.390
-0.55,0.24,0.0,2025-09-02 18:27:16.409
-0.61,0.24,0.0,2025-09-02 18:27:17.432
0.31,0.12,0.24,2025-09-02 18:27:18.461
-0.55,0.18,0.0,2025-09-02 18:27:19.491
-0.61,0.24,0.0,2025-09-02 18:27:20.301
-0.55,0.18,0.0,2025-09-02 18:27:21.330
-0.55,0.18,0.0,2025-09-02 18:27:22.349
-0.55,0.24,0.0,2025-09-02 18:27:23.375
-0.55,0.18,0.0,2025-09-02 18:27:24.399
-0.61,0.18,0.0,2025-09-02 18:27:25.425
-0.55,0.18,0.0,2025-09-02 18:27:26.446
-0.55,0.24,0.0,2025-09-02 18:27:27.471
-0.61,0.24,0.0,2025-09-02 18:27:28.491
-0.61,0.24,0.0,2025-09-02 18:27:29.310
-0.61,0.24,0.0,2025-09-02 18:27:30.340
-0.49,0.18,0.0,2025-09-02 18:27:31.360
-0.61,0.24,0.0,2025-09-02 18:27:32.405
-0.24,0.18,0.0,2025-09-02 18:27:33.410
-0.55,0.18,0.0,2025-09-02 18:27:34.432
-0.61,0.18,0.0,2025-09-02 18:27:35.461
-0.61,0.24,0.0,2025-09-02 18:27:36.480
-0.61,0.18,0.0,2025-09-02 18:27:37.500
-0.85,0.24,0.0,2025-09-02 18:27:38.532
-0.61,0.24,0.0,2025-09-02 18:27:39.576
-0.61,0.24,0.0,2025-09-02 18:27:40.370
-0.61,0.24,0.0,2025-09-02 18:27:41.399
-0.61,0.18,0.0,2025-09-02 18:27:42.419
-0.61,0.24,0.0,2025-09-02 18:27:43.450
-0.55,0.18,0.0,2025-09-02 18:27:44.470
-0.61,0.24,0.0,2025-09-02 18:27:45.495
-0.55,0.24,0.0,2025-09-02 18:27:46.515
-0.55,0.24,0.0,2025-09-02 18:27:47.545
-0.24,0.12,0.0,2025-09-02 18:27:48.560
-0.55,0.18,0.0,2025-09-02 18:27:49.585
-0.67,0.24,0.0,2025-09-02 18:27:50.405
-0.55,0.18,0.0,2025-09-02 18:27:51.435
-0.61,0.18,0.0,2025-09-02 18:27:52.450
-0.55,0.18,0.0,2025-09-02 18:27:53.482
-0.67,0.18,0.0,2025-09-02 18:27:54.501
-0.55,0.18,0.0,2025-09-02 18:27:55.536
-0.67,0.24,0.0,2025-09-02 18:27:56.558
-0.43,0.18,0.0,2025-09-02 18:27:57.570
-0.61,0.18,0.0,2025-09-02 18:27:58.600
-0.55,0.18,0.0,2025-09-02 18:27:59.620
-0.31,0.18,0.0,2025-09-02 18:28:00.445
-0.67,0.24,0.0,2025-09-02 18:28:01.465
-0.67,0.18,0.0,2025-09-02 18:28:02.490
-0.55,0.18,0.0,2025-09-02 18:28:03.510
-0.55,0.18,0.0,2025-09-02 18:28:04.540
-0.55,0.18,0.0,2025-09-02 18:28:05.562
-0.18,0.18,0.0,2025-09-02 18:28:06.590
-0.61,0.24,0.0,2025-09-02 18:28:07.610
-0.61,0.24,0.0,2025-09-02 18:28:08.630
-0.61,0.18,0.0,2025-09-02 18:28:09.660
-0.55,0.18,0.06,2025-09-02 18:28:10.479
3.91,-0.37,0.0,2025-09-02 18:28:11.500
-0.61,0.24,0.0,2025-09-02 18:28:12.520
-0.61,0.18,0.0,2025-09-02 18:28:13.550
-0.67,0.06,0.12,2025-09-02 18:28:14.569
-0.49,0.18,0.0,2025-09-02 18:28:15.598
-0.61,0.24,0.0,2025-09-02 18:28:16.619
-0.49,0.24,0.0,2025-09-02 18:28:17.645
-0.55,0.24,0.0,2025-09-02 18:28:18.670
-0.43,0.18,0.0,2025-09-02 18:28:19.690
-0.67,0.24,-0.06,2025-09-02 18:28:20.511
-0.55,0.18,0.0,2025-09-02 18:28:21.535
-0.31,0.06,0.0,2025-09-02 18:28:22.560
-0.49,0.18,0.0,2025-09-02 18:28:23.580
-0.55,0.18,0.0,2025-09-02 18:28:24.615
-0.55,0.24,0.0,2025-09-02 18:28:25.635
-0.67,0.24,0.0,2025-09-02 18:28:26.660
-0.61,0.24,0.0,2025-09-02 18:28:27.679
-0.61,0.24,0.06,2025-09-02 18:28:28.699
-0.73,0.24,0.0,2025-09-02 18:28:29.731
-0.55,0.18,0.0,2025-09-02 18:28:30.550
-0.61,0.24,0.0,2025-09-02 18:28:31.569
-0.61,0.24,0.0,2025-09-02 18:28:32.596
-0.55,0.18,0.0,2025-09-02 18:28:33.619
-0.55,0.18,0.0,2025-09-02 18:28:34.639
-0.55,0.18,0.0,2025-09-02 18:28:35.665
-0.55,0.18,0.0,2025-09-02 18:28:36.689
-0.61,0.24,0.0,2025-09-02 18:28:37.718
-0.55,0.18,0.0,2025-09-02 18:28:38.744
-0.55,0.24,0.0,2025-09-02 18:28:40.314
-0.61,0.24,0.0,2025-09-02 18:28:40.581
-0.55,0.18,0.0,2025-09-02 18:28:41.612
-0.55,0.18,0.0,2025-09-02 18:28:42.629
-0.61,0.24,0.0,2025-09-02 18:28:43.654
-0.61,0.24,0.0,2025-09-02 18:28:44.674
-116.52,-85.27,57.62,2025-09-02 18:28:45.699
95.03,-14.71,47.79,2025-09-02 18:28:46.737
-5.49,7.63,-5.0,2025-09-02 18:28:47.763
49.93,11.41,-38.21,2025-09-02 18:28:48.796
-4.27,1.4,-0.06,2025-09-02 18:28:49.861
-55.42,-51.27,-11.05,2025-09-02 18:28:50.840
-58.04,2.08,4.76,2025-09-02 18:28:51.651
-0.43,0.31,0.0,2025-09-02 18:28:52.669
-0.24,0.24,0.12,2025-09-02 18:28:53.689
-0.67,0.18,0.06,2025-09-02 18:28:54.709
-0.43,0.18,0.0,2025-09-02 18:28:55.739
-0.67,0.24,0.0,2025-09-02 18:28:56.759
-0.31,0.12,0.0,2025-09-02 18:28:57.789
-0.49,0.18,0.0,2025-09-02 18:28:58.809
-0.55,0.18,0.0,2025-09-02 18:28:59.829
-0.61,0.18,0.0,2025-09-02 18:29:00.649
-0.61,0.18,0.0,2025-09-02 18:29:01.678
-0.61,0.24,0.0,2025-09-02 18:29:02.699
-0.55,0.18,0.0,2025-09-02 18:29:03.725
-0.55,0.18,0.0,2025-09-02 18:29:04.749
-0.55,0.18,0.0,2025-09-02 18:29:05.769
-0.61,0.18,0.0,2025-09-02 18:29:06.800
-0.55,0.18,0.06,2025-09-02 18:29:07.818
-0.61,0.18,0.0,2025-09-02 18:29:08.849
-0.55,0.18,0.0,2025-09-02 18:29:09.868
-0.55,0.18,0.0,2025-09-02 18:29:10.894
-0.55,0.18,0.0,2025-09-02 18:29:11.714
-0.55,0.18,-0.06,2025-09-02 18:29:12.739
-0.61,0.24,0.0,2025-09-02 18:29:13.759
-0.55,0.24,0.0,2025-09-02 18:29:14.784
-0.67,0.24,0.06,2025-09-02 18:29:15.809
-0.55,0.18,0.06,2025-09-02 18:29:16.839
-0.61,0.18,0.0,2025-09-02 18:29:17.859
-0.55,0.18,0.0,2025-09-02 18:29:18.876
-0.55,0.24,0.0,2025-09-02 18:29:19.898
-0.61,0.18,0.0,2025-09-02 18:29:20.929
-0.55,0.18,0.0,2025-09-02 18:29:21.744
-0.55,0.18,0.0,2025-09-02 18:29:22.774
-0.55,0.24,0.0,2025-09-02 18:29:23.795
